year_code,quarter_code,commercial_district_code,total_foot_traffic_now,total_foot_traffic_previous,traffic_diff
2022,1,3110796,85801,103319,-17518
2022,1,3110795,1185710,1127344,58366
2022,1,3110794,855712,662923,192789
2022,1,3110792,2299743,2322035,-22292
2022,1,3110791,75715,82347,-6632
2022,1,3110790,745092,1469911,-724819
2022,1,3110789,592847,497374,95473
2022,1,3110788,81853,79889,1964
2022,1,3110787,1324112,2007859,-683747
2022,1,3110786,403120,387273,15847
2022,1,3110785,1162005,1163322,-1317
2022,1,3110784,198549,205636,-7087
2022,1,3110783,218856,533114,-314258
2022,1,3110782,187304,390624,-203320
2022,1,3110781,1386590,1325329,61261
2022,1,3110780,325720,357835,-32115
2022,1,3110778,1249506,1396574,-147068
2022,1,3110777,242711,277577,-34866
2022,1,3110776,842430,902281,-59851
2022,1,3110775,297983,187934,110049
2022,1,3110774,509030,531090,-22060
2022,1,3110772,341283,320256,21027
2022,1,3110771,388516,342262,46254
2022,1,3110770,665265,949168,-283903
2022,1,3110769,507419,428732,78687
2022,1,3110768,221828,200886,20942
2022,1,3110767,272358,257702,14656
2022,1,3110766,1263682,1091584,172098
2022,1,3110765,321741,256292,65449
2022,1,3110762,1791134,1653717,137417
2022,1,3110760,737380,664660,72720
2022,1,3110758,377432,350682,26750
2022,1,3110757,210609,204107,6502
2022,1,3110756,217812,230565,-12753
2022,1,3110755,263103,330481,-67378
2022,1,3110754,1462191,1065043,397148
2022,1,3110753,1063024,1152222,-89198
2022,1,3110752,819578,1122808,-303230
2022,1,3110751,1019673,1127489,-107816
2022,1,3110750,834582,886993,-52411
2022,1,3110749,618282,586749,31533
2022,1,3110748,367146,471139,-103993
2022,1,3110747,190874,162204,28670
2022,1,3110746,225028,355753,-130725
2022,1,3110745,504244,779600,-275356
2022,1,3110744,1678409,2034756,-356347
2022,1,3110743,984537,840731,143806
2022,1,3110742,66535,65332,1203
2022,1,3110741,644872,490747,154125
2022,1,3110740,1592264,1402147,190117
2022,1,3110739,27620,28313,-693
2022,1,3110738,888646,817216,71430
2022,1,3110737,1619178,1395513,223665
2022,1,3110736,801900,686590,115310
2022,1,3110735,1172527,1193677,-21150
2022,1,3110734,21796,40338,-18542
2022,1,3110733,220608,288311,-67703
2022,1,3110732,356995,425329,-68334
2022,1,3110731,425475,322888,102587
2022,1,3110730,542033,470325,71708
2022,1,3110729,621273,591932,29341
2022,1,3110728,181904,231321,-49417
2022,1,3110727,362804,227071,135733
2022,1,3110726,261588,430198,-168610
2022,1,3110725,209818,261571,-51753
2022,1,3110724,633713,646542,-12829
2022,1,3110723,294358,293863,495
2022,1,3110722,344838,314239,30599
2022,1,3110721,1117754,889689,228065
2022,1,3110720,1020832,995406,25426
2022,1,3110719,276896,263851,13045
2022,1,3110718,956094,850789,105305
2022,1,3110717,3072496,3552451,-479955
2022,1,3110716,420076,357109,62967
2022,1,3110715,291772,348990,-57218
2022,1,3110714,1559617,1461261,98356
2022,1,3110713,2863409,2831583,31826
2022,1,3110712,2176182,1950116,226066
2022,1,3110711,1336367,1187881,148486
2022,1,3110710,2388705,3053527,-664822
2022,1,3110709,1334174,1110307,223867
2022,1,3110708,339760,402986,-63226
2022,1,3110707,1126870,1336361,-209491
2022,1,3110706,270649,252409,18240
2022,1,3110703,613918,634860,-20942
2022,1,3110702,1010563,725007,285556
2022,1,3110701,727055,406858,320197
2022,1,3110700,1019522,988166,31356
2022,1,3110699,517434,546180,-28746
2022,1,3110698,721841,700399,21442
2022,1,3110697,623488,542609,80879
2022,1,3110696,629694,739130,-109436
2022,1,3110695,1660574,1951090,-290516
2022,1,3110694,1911433,2199105,-287672
2022,1,3110693,104708,98151,6557
2022,1,3110692,1077617,839120,238497
2022,1,3110691,737252,996167,-258915
2022,1,3110690,1963429,1955698,7731
2022,1,3110689,675883,724391,-48508
2022,1,3110688,954027,848464,105563
2022,1,3110687,176837,173490,3347
2022,1,3110686,760077,931246,-171169
2022,1,3110684,49800,331847,-282047
2022,1,3110683,277553,283408,-5855
2022,1,3110681,29358,35095,-5737
2022,1,3110680,236561,333989,-97428
2022,1,3110679,253373,273608,-20235
2022,1,3110678,164185,225058,-60873
2022,1,3110677,187431,274944,-87513
2022,1,3110676,464627,524479,-59852
2022,1,3110675,1739619,1800297,-60678
2022,1,3110673,592521,962695,-370174
2022,1,3110672,691233,692634,-1401
2022,1,3110671,2159932,2109797,50135
2022,1,3110670,1653313,1512905,140408
2022,1,3110668,1889077,1709176,179901
2022,1,3110666,197523,305682,-108159
2022,1,3110665,1201859,1647712,-445853
2022,1,3110664,233563,222617,10946
2022,1,3110663,262538,344218,-81680
2022,1,3110662,2758243,2207571,550672
2022,1,3110661,290656,382172,-91516
2022,1,3110660,666931,638169,28762
2022,1,3110659,5074298,5057661,16637
2022,1,3110658,943401,1113395,-169994
2022,1,3110657,663164,412616,250548
2022,1,3110656,6296885,5633143,663742
2022,1,3110655,363469,354619,8850
2022,1,3110654,2485026,3591253,-1106227
2022,1,3110653,1036098,801226,234872
2022,1,3110652,303768,305475,-1707
2022,1,3110651,554056,1200012,-645956
2022,1,3110650,80512,231301,-150789
2022,1,3110649,992493,1023613,-31120
2022,1,3110647,2499254,2403171,96083
2022,1,3110646,1823411,2210694,-387283
2022,1,3110645,1326545,1577832,-251287
2022,1,3110644,94755,99262,-4507
2022,1,3110643,784535,699328,85207
2022,1,3110641,252779,526535,-273756
2022,1,3110640,587910,526632,61278
2022,1,3110639,404448,962549,-558101
2022,1,3110638,2272492,2146508,125984
2022,1,3110637,196799,210660,-13861
2022,1,3110636,642087,490176,151911
2022,1,3110635,287451,700497,-413046
2022,1,3110634,1983977,2242383,-258406
2022,1,3110633,57655,121168,-63513
2022,1,3110632,709151,503117,206034
2022,1,3110631,635087,710844,-75757
2022,1,3110630,1763573,2153720,-390147
2022,1,3110629,160018,130428,29590
2022,1,3110628,266591,313381,-46790
2022,1,3110627,1239504,1279723,-40219
2022,1,3110626,1546857,1287307,259550
2022,1,3110625,564852,831550,-266698
2022,1,3110624,531063,602412,-71349
2022,1,3110622,503154,521354,-18200
2022,1,3110621,267785,355177,-87392
2022,1,3110620,2280480,2192603,87877
2022,1,3110619,347525,403548,-56023
2022,1,3110618,1603362,1589260,14102
2022,1,3110617,580349,528073,52276
2022,1,3110616,241463,182098,59365
2022,1,3110615,232378,296390,-64012
2022,1,3110614,524893,796930,-272037
2022,1,3110613,258270,211596,46674
2022,1,3110612,2142120,2569603,-427483
2022,1,3110611,1168089,1183835,-15746
2022,1,3110609,999477,920809,78668
2022,1,3110608,1650608,1513265,137343
2022,1,3110607,161434,170793,-9359
2022,1,3110606,1465819,1669061,-203242
2022,1,3110605,45096,146150,-101054
2022,1,3110604,1175059,1281354,-106295
2022,1,3110603,84479,89753,-5274
2022,1,3110602,194982,198413,-3431
2022,1,3110601,1442023,1558323,-116300
2022,1,3110600,570081,642795,-72714
2022,1,3110599,1150199,916919,233280
2022,1,3110598,564850,488768,76082
2022,1,3110597,1254586,990974,263612
2022,1,3110596,632843,534170,98673
2022,1,3110595,560880,941747,-380867
2022,1,3110594,364475,492924,-128449
2022,1,3110593,1136387,1146538,-10151
2022,1,3110592,254239,239607,14632
2022,1,3110591,1458461,1440029,18432
2022,1,3110590,1528265,1390437,137828
2022,1,3110589,107084,223755,-116671
2022,1,3110588,1037951,1214381,-176430
2022,1,3110587,895965,791816,104149
2022,1,3110586,1805522,1341083,464439
2022,1,3110585,139522,222289,-82767
2022,1,3110584,102282,134735,-32453
2022,1,3110583,382664,365967,16697
2022,1,3110582,531648,581896,-50248
2022,1,3110580,761807,538925,222882
2022,1,3110579,315125,405763,-90638
2022,1,3110578,1260925,1405559,-144634
2022,1,3110577,618820,614846,3974
2022,1,3110576,1164745,1106228,58517
2022,1,3110575,1075024,917709,157315
2022,1,3110574,48543,70704,-22161
2022,1,3110573,98218,96626,1592
2022,1,3110572,1826283,1620100,206183
2022,1,3110571,520824,612683,-91859
2022,1,3110570,214525,187091,27434
2022,1,3110569,927919,888287,39632
2022,1,3110568,315024,282379,32645
2022,1,3110567,278686,263746,14940
2022,1,3110566,1434633,1455511,-20878
2022,1,3110565,412428,330447,81981
2022,1,3110564,710994,563297,147697
2022,1,3110563,204957,217666,-12709
2022,1,3110562,1017850,1172132,-154282
2022,1,3110561,754455,815093,-60638
2022,1,3110560,1100455,936248,164207
2022,1,3110559,880143,720082,160061
2022,1,3110558,2454084,2324109,129975
2022,1,3110557,902093,987321,-85228
2022,1,3110555,189282,193844,-4562
2022,1,3110554,883692,1167312,-283620
2022,1,3110553,810763,671869,138894
2022,1,3110552,790608,974430,-183822
2022,1,3110551,1499466,1442615,56851
2022,1,3110550,1723047,1763742,-40695
2022,1,3110549,1255035,1271817,-16782
2022,1,3110548,1133676,1090860,42816
2022,1,3110547,828527,802572,25955
2022,1,3110546,776498,743268,33230
2022,1,3110545,586197,590453,-4256
2022,1,3110544,5132483,4836437,296046
2022,1,3110543,86455,103061,-16606
2022,1,3110542,1556603,1540782,15821
2022,1,3110541,1319105,1569607,-250502
2022,1,3110540,554113,664270,-110157
2022,1,3110539,255085,251467,3618
2022,1,3110538,364928,417272,-52344
2022,1,3110537,425407,434967,-9560
2022,1,3110536,100646,118399,-17753
2022,1,3110535,1121772,1045106,76666
2022,1,3110534,625392,498097,127295
2022,1,3110533,4303070,4282557,20513
2022,1,3110532,1052107,845029,207078
2022,1,3110529,1085380,1155213,-69833
2022,1,3110528,944919,798797,146122
2022,1,3110527,548834,437549,111285
2022,1,3110526,127018,122269,4749
2022,1,3110525,342578,391795,-49217
2022,1,3110524,118661,113783,4878
2022,1,3110523,110475,107227,3248
2022,1,3110522,210019,363582,-153563
2022,1,3110521,675947,645874,30073
2022,1,3110520,513769,540167,-26398
2022,1,3110519,1003596,980293,23303
2022,1,3110517,167797,245859,-78062
2022,1,3110515,387009,300298,86711
2022,1,3110514,666617,555140,111477
2022,1,3110513,360436,357911,2525
2022,1,3110512,531119,639447,-108328
2022,1,3110511,871787,800360,71427
2022,1,3110510,1007406,898976,108430
2022,1,3110509,934154,889923,44231
2022,1,3110508,503053,624038,-120985
2022,1,3110507,1447091,1755039,-307948
2022,1,3110506,250872,183112,67760
2022,1,3110505,68720,60554,8166
2022,1,3110503,1788092,1544053,244039
2022,1,3110502,1699289,1519614,179675
2022,1,3110501,260520,270703,-10183
2022,1,3110500,183673,226946,-43273
2022,1,3110499,2388937,2146731,242206
2022,1,3110498,2110623,1998477,112146
2022,1,3110496,1065616,843949,221667
2022,1,3110495,1368189,1612225,-244036
2022,1,3110493,426790,519223,-92433
2022,1,3110491,75733,114892,-39159
2022,1,3110490,599913,789166,-189253
2022,1,3110489,585565,432740,152825
2022,1,3110488,518635,468766,49869
2022,1,3110487,119574,120121,-547
2022,1,3110486,578309,433318,144991
2022,1,3110485,572338,718186,-145848
2022,1,3110484,1750765,1964521,-213756
2022,1,3110483,690555,643539,47016
2022,1,3110482,313935,450558,-136623
2022,1,3110481,2530915,1827873,703042
2022,1,3110480,407248,617444,-210196
2022,1,3110479,1217422,1082965,134457
2022,1,3110478,455680,732079,-276399
2022,1,3110477,368966,507648,-138682
2022,1,3110476,138349,149122,-10773
2022,1,3110475,704801,645563,59238
2022,1,3110474,1062319,892049,170270
2022,1,3110473,1851246,1704894,146352
2022,1,3110472,1170450,1192882,-22432
2022,1,3110471,1587850,1639501,-51651
2022,1,3110470,646116,646918,-802
2022,1,3110469,1655192,1976021,-320829
2022,1,3110468,3615451,3063968,551483
2022,1,3110467,987747,926681,61066
2022,1,3110466,1077052,1129892,-52840
2022,1,3110465,1308600,1559523,-250923
2022,1,3110464,501546,573432,-71886
2022,1,3110463,571429,476406,95023
2022,1,3110462,1094456,1347295,-252839
2022,1,3110461,226904,370963,-144059
2022,1,3110460,1735294,1567720,167574
2022,1,3110459,959774,1207968,-248194
2022,1,3110458,1187446,1595174,-407728
2022,1,3110457,777000,752128,24872
2022,1,3110456,1572831,1679176,-106345
2022,1,3110455,1656388,1520974,135414
2022,1,3110454,1339365,1065192,274173
2022,1,3110453,1913843,1622750,291093
2022,1,3110452,958076,912062,46014
2022,1,3110451,1424409,1402204,22205
2022,1,3110450,1952684,2097474,-144790
2022,1,3110449,978730,1007855,-29125
2022,1,3110448,639549,907694,-268145
2022,1,3110447,545165,417351,127814
2022,1,3110446,304581,408634,-104053
2022,1,3110444,105194,144866,-39672
2022,1,3110443,88378,121901,-33523
2022,1,3110442,162981,171670,-8689
2022,1,3110441,671089,1247257,-576168
2022,1,3110440,387368,971435,-584067
2022,1,3110439,1216559,784971,431588
2022,1,3110438,1548050,1590076,-42026
2022,1,3110437,1488807,1506580,-17773
2022,1,3110436,536269,416101,120168
2022,1,3110435,97642,99160,-1518
2022,1,3110434,482044,482723,-679
2022,1,3110433,1362916,1433805,-70889
2022,1,3110432,352481,442727,-90246
2022,1,3110431,465001,499337,-34336
2022,1,3110429,2069962,1979992,89970
2022,1,3110428,4247784,3810928,436856
2022,1,3110427,107648,168630,-60982
2022,1,3110426,1843692,1621835,221857
2022,1,3110425,667577,1201299,-533722
2022,1,3110424,2821641,2346680,474961
2022,1,3110423,309199,289397,19802
2022,1,3110422,919952,810879,109073
2022,1,3110421,349411,524348,-174937
2022,1,3110420,615639,655107,-39468
2022,1,3110419,855186,1193416,-338230
2022,1,3110418,657870,741813,-83943
2022,1,3110417,449254,376079,73175
2022,1,3110416,945823,787225,158598
2022,1,3110415,2096186,2043461,52725
2022,1,3110413,115052,141939,-26887
2022,1,3110412,175107,130640,44467
2022,1,3110411,546205,507444,38761
2022,1,3110410,750572,719160,31412
2022,1,3110409,737887,815932,-78045
2022,1,3110408,417037,413618,3419
2022,1,3110407,901780,1001930,-100150
2022,1,3110406,212767,275619,-62852
2022,1,3110405,1516309,2066791,-550482
2022,1,3110404,3382762,3840485,-457723
2022,1,3110403,1711165,1671373,39792
2022,1,3110402,732042,889672,-157630
2022,1,3110401,186246,202860,-16614
2022,1,3110400,1291778,1422734,-130956
2022,1,3110399,1907453,2146488,-239035
2022,1,3110398,890803,818293,72510
2022,1,3110397,1758144,1830418,-72274
2022,1,3110396,1059738,958178,101560
2022,1,3110395,288812,283088,5724
2022,1,3110394,1132383,1087521,44862
2022,1,3110393,63792,62534,1258
2022,1,3110392,160532,137014,23518
2022,1,3110391,567235,601899,-34664
2022,1,3110390,516727,1096284,-579557
2022,1,3110389,397236,405164,-7928
2022,1,3110388,688949,693220,-4271
2022,1,3110387,1732082,1441488,290594
2022,1,3110383,115058,336365,-221307
2022,1,3110382,615167,530218,84949
2022,1,3110381,439479,370779,68700
2022,1,3110380,746049,804810,-58761
2022,1,3110379,158889,150763,8126
2022,1,3110378,867314,943931,-76617
2022,1,3110377,680253,679551,702
2022,1,3110376,3312414,4199153,-886739
2022,1,3110375,658301,470550,187751
2022,1,3110374,2570952,2552403,18549
2022,1,3110373,1302305,1236857,65448
2022,1,3110372,1773601,1614961,158640
2022,1,3110371,710555,881839,-171284
2022,1,3110370,1315393,1973048,-657655
2022,1,3110369,1158093,1409728,-251635
2022,1,3110368,2715449,2441397,274052
2022,1,3110367,1440148,1358232,81916
2022,1,3110366,635288,727342,-92054
2022,1,3110365,1768860,1819817,-50957
2022,1,3110364,1470955,1934399,-463444
2022,1,3110363,304623,424166,-119543
2022,1,3110362,908882,1116093,-207211
2022,1,3110361,959613,899698,59915
2022,1,3110360,1340927,1722783,-381856
2022,1,3110359,1039581,1237086,-197505
2022,1,3110358,995883,1311094,-315211
2022,1,3110357,1049211,1102827,-53616
2022,1,3110356,1141481,1024113,117368
2022,1,3110355,1386520,1245730,140790
2022,1,3110354,85000,103853,-18853
2022,1,3110353,801653,776870,24783
2022,1,3110352,1656793,1550855,105938
2022,1,3110351,840115,827762,12353
2022,1,3110350,538166,728889,-190723
2022,1,3110349,653527,525509,128018
2022,1,3110348,2171905,1881473,290432
2022,1,3110346,603356,515413,87943
2022,1,3110345,715262,719010,-3748
2022,1,3110344,336941,293508,43433
2022,1,3110343,913713,1025454,-111741
2022,1,3110342,1032120,1076668,-44548
2022,1,3110341,218853,351337,-132484
2022,1,3110340,322215,308447,13768
2022,1,3110337,501500,484993,16507
2022,1,3110336,339367,714594,-375227
2022,1,3110335,1377519,1282237,95282
2022,1,3110334,1721872,1579369,142503
2022,1,3110333,736170,1012055,-275885
2022,1,3110332,215805,188958,26847
2022,1,3110331,1175654,1268030,-92376
2022,1,3110330,933854,788135,145719
2022,1,3110329,424152,314124,110028
2022,1,3110328,1059139,798507,260632
2022,1,3110327,883823,1184644,-300821
2022,1,3110326,524046,382848,141198
2022,1,3110325,1064092,719117,344975
2022,1,3110323,1573688,1404119,169569
2022,1,3110322,800627,978801,-178174
2022,1,3110320,188702,220499,-31797
2022,1,3110319,1140475,1254267,-113792
2022,1,3110318,1145888,1026202,119686
2022,1,3110317,636654,510319,126335
2022,1,3110316,2927134,3215932,-288798
2022,1,3110315,1611567,1484503,127064
2022,1,3110314,714432,740570,-26138
2022,1,3110313,1220435,1143197,77238
2022,1,3110312,514001,459556,54445
2022,1,3110310,38404,127987,-89583
2022,1,3110309,369629,417069,-47440
2022,1,3110308,939360,716532,222828
2022,1,3110307,734175,783670,-49495
2022,1,3110306,101979,127135,-25156
2022,1,3110305,1910246,1966616,-56370
2022,1,3110304,887393,886229,1164
2022,1,3110303,1306137,1585247,-279110
2022,1,3110302,249692,616020,-366328
2022,1,3110301,1550414,1569008,-18594
2022,1,3110300,2919560,3187620,-268060
2022,1,3110299,1959601,2032604,-73003
2022,1,3110298,363757,279718,84039
2022,1,3110297,2064839,2098697,-33858
2022,1,3110296,981970,845688,136282
2022,1,3110295,938742,1144067,-205325
2022,1,3110294,1632401,1589473,42928
2022,1,3110293,1522164,1453322,68842
2022,1,3110292,308564,287389,21175
2022,1,3110291,2161113,2186310,-25197
2022,1,3110290,214088,186604,27484
2022,1,3110289,1411876,1260580,151296
2022,1,3110288,321410,303065,18345
2022,1,3110287,213108,245832,-32724
2022,1,3110286,670661,567851,102810
2022,1,3110285,126816,213089,-86273
2022,1,3110284,96917,103443,-6526
2022,1,3110283,148424,151503,-3079
2022,1,3110282,38033,33503,4530
2022,1,3110281,78674,75668,3006
2022,1,3110280,280837,196429,84408
2022,1,3110278,837888,1409387,-571499
2022,1,3110277,1212133,1377206,-165073
2022,1,3110276,46668,50028,-3360
2022,1,3110275,435785,432973,2812
2022,1,3110274,1309948,1427078,-117130
2022,1,3110273,799232,672645,126587
2022,1,3110272,1309739,1459724,-149985
2022,1,3110271,45877,42109,3768
2022,1,3110270,463660,436931,26729
2022,1,3110269,463239,481489,-18250
2022,1,3110268,531690,694896,-163206
2022,1,3110267,1471041,1623469,-152428
2022,1,3110266,1679768,1728624,-48856
2022,1,3110265,488125,427284,60841
2022,1,3110264,3149906,2712333,437573
2022,1,3110263,1376226,2309310,-933084
2022,1,3110262,1801314,1466883,334431
2022,1,3110261,1557066,1574553,-17487
2022,1,3110260,1580559,1092839,487720
2022,1,3110259,1446392,1404722,41670
2022,1,3110258,670941,1193125,-522184
2022,1,3110257,1919365,2140121,-220756
2022,1,3110256,1706158,1569727,136431
2022,1,3110255,2064568,2812822,-748254
2022,1,3110254,3744106,3927012,-182906
2022,1,3110253,817253,1010147,-192894
2022,1,3110252,913907,695669,218238
2022,1,3110251,743828,878351,-134523
2022,1,3110250,463286,672490,-209204
2022,1,3110249,2181031,1672440,508591
2022,1,3110248,581919,514392,67527
2022,1,3110247,2255983,1918583,337400
2022,1,3110246,1478768,943046,535722
2022,1,3110245,544282,566886,-22604
2022,1,3110244,891278,897989,-6711
2022,1,3110243,1029903,1398104,-368201
2022,1,3110242,772554,876252,-103698
2022,1,3110241,1177077,1204180,-27103
2022,1,3110240,721470,645507,75963
2022,1,3110238,92557,175832,-83275
2022,1,3110237,1040998,1335800,-294802
2022,1,3110236,2056319,2041698,14621
2022,1,3110234,303753,384338,-80585
2022,1,3110233,1223305,1738136,-514831
2022,1,3110232,885771,717438,168333
2022,1,3110230,1054551,848075,206476
2022,1,3110229,1843810,1578490,265320
2022,1,3110228,1633992,1738840,-104848
2022,1,3110227,633118,523703,109415
2022,1,3110226,2563633,2953254,-389621
2022,1,3110225,392207,638161,-245954
2022,1,3110224,581274,533028,48246
2022,1,3110221,272958,393668,-120710
2022,1,3110220,1106471,1123026,-16555
2022,1,3110219,1674167,1558336,115831
2022,1,3110218,1299626,1123065,176561
2022,1,3110217,645947,641525,4422
2022,1,3110216,355654,429902,-74248
2022,1,3110215,714400,778578,-64178
2022,1,3110214,1412484,1046912,365572
2022,1,3110213,513551,451047,62504
2022,1,3110212,1093255,879383,213872
2022,1,3110211,2410613,2449264,-38651
2022,1,3110210,2248291,2131035,117256
2022,1,3110209,348032,401034,-53002
2022,1,3110208,371206,379202,-7996
2022,1,3110207,576119,536778,39341
2022,1,3110206,1584961,1696815,-111854
2022,1,3110205,1891890,1788072,103818
2022,1,3110204,1509260,1226713,282547
2022,1,3110203,671987,660979,11008
2022,1,3110201,148039,121198,26841
2022,1,3110200,451320,541446,-90126
2022,1,3110199,446848,526010,-79162
2022,1,3110197,297386,238357,59029
2022,1,3110195,1505207,1514399,-9192
2022,1,3110194,569808,616553,-46745
2022,1,3110193,748087,800467,-52380
2022,1,3110191,1081274,1239439,-158165
2022,1,3110190,1374868,1216754,158114
2022,1,3110189,1024500,861223,163277
2022,1,3110188,957277,826744,130533
2022,1,3110187,2854152,3019388,-165236
2022,1,3110186,147066,206373,-59307
2022,1,3110185,758141,496598,261543
2022,1,3110184,275281,218803,56478
2022,1,3110183,468997,483606,-14609
2022,1,3110182,805957,739797,66160
2022,1,3110181,1251977,1154602,97375
2022,1,3110180,237413,273502,-36089
2022,1,3110179,535492,453963,81529
2022,1,3110178,336858,303896,32962
2022,1,3110177,95867,173977,-78110
2022,1,3110176,1621398,1478146,143252
2022,1,3110175,1226808,1678942,-452134
2022,1,3110174,933735,849138,84597
2022,1,3110173,403837,475899,-72062
2022,1,3110172,798611,971018,-172407
2022,1,3110171,324081,590759,-266678
2022,1,3110170,3125304,2812012,313292
2022,1,3110169,602704,603194,-490
2022,1,3110168,459439,1044302,-584863
2022,1,3110167,1872530,1542653,329877
2022,1,3110166,2101495,2155780,-54285
2022,1,3110165,748076,1179203,-431127
2022,1,3110164,433935,510782,-76847
2022,1,3110163,864908,625246,239662
2022,1,3110162,527974,589278,-61304
2022,1,3110161,993551,1536837,-543286
2022,1,3110160,758868,687004,71864
2022,1,3110159,3413021,3699353,-286332
2022,1,3110158,2708025,2295836,412189
2022,1,3110157,1314215,1154402,159813
2022,1,3110156,1094840,1206281,-111441
2022,1,3110155,880281,816064,64217
2022,1,3110154,2136260,2074255,62005
2022,1,3110153,296376,540206,-243830
2022,1,3110152,272470,319843,-47373
2022,1,3110151,1437198,1410162,27036
2022,1,3110150,1934707,1769646,165061
2022,1,3110149,234129,276283,-42154
2022,1,3110148,513402,408750,104652
2022,1,3110147,933903,1558276,-624373
2022,1,3110146,1676295,1601888,74407
2022,1,3110144,382894,377781,5113
2022,1,3110142,2003801,1789860,213941
2022,1,3110141,1906744,1466609,440135
2022,1,3110140,2162631,2099298,63333
2022,1,3110139,2099296,2033106,66190
2022,1,3110138,1312425,1249275,63150
2022,1,3110137,1413716,1282911,130805
2022,1,3110136,1237660,1033832,203828
2022,1,3110135,217767,313210,-95443
2022,1,3110134,1485664,1816122,-330458
2022,1,3110133,449734,497982,-48248
2022,1,3110132,622662,712185,-89523
2022,1,3110131,744737,898642,-153905
2022,1,3110130,503785,451792,51993
2022,1,3110129,236411,258452,-22041
2022,1,3110128,1348298,1822952,-474654
2022,1,3110127,152035,136470,15565
2022,1,3110126,314990,184226,130764
2022,1,3110125,934025,795349,138676
2022,1,3110124,481584,485802,-4218
2022,1,3110123,840282,808794,31488
2022,1,3110122,318777,335583,-16806
2022,1,3110121,139177,189600,-50423
2022,1,3110120,395902,628894,-232992
2022,1,3110118,609148,614458,-5310
2022,1,3110117,514371,715333,-200962
2022,1,3110116,684592,802073,-117481
2022,1,3110115,875295,852717,22578
2022,1,3110114,464219,372756,91463
2022,1,3110113,167785,175698,-7913
2022,1,3110112,906367,701104,205263
2022,1,3110110,1073961,969953,104008
2022,1,3110109,306305,407288,-100983
2022,1,3110107,113240,177695,-64455
2022,1,3110105,896634,961098,-64464
2022,1,3110104,1286675,1141579,145096
2022,1,3110103,251709,313647,-61938
2022,1,3110102,623105,539566,83539
2022,1,3110099,340566,310892,29674
2022,1,3110098,85153,95947,-10794
2022,1,3110096,241705,300529,-58824
2022,1,3110095,480075,552796,-72721
2022,1,3110093,2553981,2535714,18267
2022,1,3110092,697812,1029537,-331725
2022,1,3110090,653577,617514,36063
2022,1,3110089,530103,541323,-11220
2022,1,3110088,407735,400266,7469
2022,1,3110087,259423,231257,28166
2022,1,3110085,1314155,1332486,-18331
2022,1,3110084,929060,982100,-53040
2022,1,3110083,95672,122559,-26887
2022,1,3110082,327608,324211,3397
2022,1,3110081,1872990,1708798,164192
2022,1,3110080,1593111,2027586,-434475
2022,1,3110079,2202005,2494673,-292668
2022,1,3110078,119148,107451,11697
2022,1,3110077,541898,454826,87072
2022,1,3110075,854739,896090,-41351
2022,1,3110074,773501,782171,-8670
2022,1,3110073,116073,125342,-9269
2022,1,3110071,40526,52157,-11631
2022,1,3110070,59147,70427,-11280
2022,1,3110069,2365920,2049621,316299
2022,1,3110068,1627882,1710332,-82450
2022,1,3110067,2526097,2228311,297786
2022,1,3110066,1341746,1479617,-137871
2022,1,3110065,57193,80445,-23252
2022,1,3110064,1569086,1436093,132993
2022,1,3110063,916101,857937,58164
2022,1,3110062,849119,1033980,-184861
2022,1,3110061,1316387,1492207,-175820
2022,1,3110060,615859,1108777,-492918
2022,1,3110059,879372,519704,359668
2022,1,3110058,1487396,1465309,22087
2022,1,3110057,852090,863578,-11488
2022,1,3110056,2002257,2159623,-157366
2022,1,3110055,504882,498949,5933
2022,1,3110054,1023915,1002652,21263
2022,1,3110053,1114946,1189323,-74377
2022,1,3110052,565644,651445,-85801
2022,1,3110051,888344,758074,130270
2022,1,3110050,401341,408070,-6729
2022,1,3110049,613576,714615,-101039
2022,1,3110048,843451,825931,17520
2022,1,3110047,582715,623798,-41083
2022,1,3110045,614926,596362,18564
2022,1,3110043,740893,745718,-4825
2022,1,3110042,166938,166225,713
2022,1,3110041,272099,266980,5119
2022,1,3110040,170377,152934,17443
2022,1,3110039,89617,76530,13087
2022,1,3110037,891719,881043,10676
2022,1,3110036,395618,327133,68485
2022,1,3110035,1265171,1507449,-242278
2022,1,3110033,709911,674600,35311
2022,1,3110031,62927,122942,-60015
2022,1,3110030,141066,158588,-17522
2022,1,3110029,3242822,2887275,355547
2022,1,3110028,2624455,2073520,550935
2022,1,3110027,371364,475450,-104086
2022,1,3110025,211926,387657,-175731
2022,1,3110024,316429,377983,-61554
2022,1,3110023,369722,483493,-113771
2022,1,3110022,557111,495027,62084
2022,1,3110021,1315429,1059721,255708
2022,1,3110020,1829358,1750161,79197
2022,1,3110018,436602,400330,36272
2022,1,3110017,439142,341142,98000
2022,1,3110016,32611,29382,3229
2022,1,3110014,52469,49423,3046
2022,1,3110012,571544,465290,106254
2022,1,3110010,176332,322424,-146092
2022,1,3110009,177855,197242,-19387
2022,1,3110008,1242028,1760278,-518250
2022,1,3110007,917103,784962,132141
2022,1,3110006,6845,19878,-13033
2022,1,3110005,125167,271751,-146584
2022,1,3110004,525499,473824,51675
2022,1,3110003,729450,546676,182774
2022,1,3110002,529340,500383,28957
2022,1,3110001,128326,166405,-38079
2023,3,3111089,889488,878654,10834
2023,3,3111088,291729,321762,-30033
2023,3,3111087,188169,198694,-10525
