year_code,quarter_code,commercial_district_code,total_facilities_now,total_facilities_previous,facilities_diff
2022,2,3110521,7.0,7.0,0.0
2022,1,3110521,7.0,7.0,0.0
2022,4,3110522,11.0,11.0,0.0
2022,3,3110522,11.0,11.0,0.0
2022,2,3110522,11.0,11.0,0.0
2022,1,3110522,11.0,11.0,0.0
2022,4,3110523,4.0,4.0,0.0
2022,3,3110523,4.0,4.0,0.0
2022,2,3110523,4.0,4.0,0.0
2022,1,3110523,4.0,4.0,0.0
2022,4,3110524,9.0,9.0,0.0
2022,3,3110524,9.0,9.0,0.0
2022,2,3110524,9.0,9.0,0.0
2022,1,3110524,9.0,9.0,0.0
2022,4,3110496,25.0,25.0,0.0
2022,3,3110496,25.0,25.0,0.0
2022,2,3110496,25.0,25.0,0.0
2022,1,3110496,25.0,25.0,0.0
2022,4,3110546,3.0,3.0,0.0
2022,3,3110546,3.0,3.0,0.0
2022,2,3110546,3.0,3.0,0.0
2022,1,3110546,3.0,3.0,0.0
2022,4,3110547,20.0,20.0,0.0
2022,3,3110547,20.0,20.0,0.0
2022,2,3110547,20.0,20.0,0.0
2022,1,3110547,20.0,20.0,0.0
2022,4,3110458,22.0,22.0,0.0
2022,3,3110458,22.0,22.0,0.0
2022,2,3110458,22.0,22.0,0.0
2022,1,3110458,22.0,22.0,0.0
2022,4,3110459,22.0,22.0,0.0
2022,3,3110459,22.0,22.0,0.0
2022,2,3110459,22.0,22.0,0.0
2022,1,3110459,22.0,22.0,0.0
2022,4,3110460,62.0,62.0,0.0
2022,3,3110460,62.0,62.0,0.0
2022,2,3110460,62.0,62.0,0.0
2022,1,3110460,62.0,62.0,0.0
2022,4,3110536,4.0,4.0,0.0
2022,3,3110536,4.0,4.0,0.0
2022,2,3110536,4.0,4.0,0.0
2022,1,3110536,4.0,4.0,0.0
2022,4,3110537,30.0,30.0,0.0
2022,3,3110537,30.0,30.0,0.0
2022,2,3110537,30.0,30.0,0.0
2022,1,3110537,30.0,30.0,0.0
2022,4,3110538,4.0,4.0,0.0
2022,3,3110538,4.0,4.0,0.0
2022,2,3110538,4.0,4.0,0.0
2022,1,3110538,4.0,4.0,0.0
2022,4,3110539,12.0,12.0,0.0
2022,3,3110539,12.0,12.0,0.0
2022,2,3110539,12.0,12.0,0.0
2022,1,3110539,12.0,12.0,0.0
2022,4,3110525,13.0,13.0,0.0
2022,3,3110525,13.0,13.0,0.0
2022,2,3110525,13.0,13.0,0.0
2022,1,3110525,13.0,13.0,0.0
2022,4,3110569,13.0,13.0,0.0
2022,3,3110569,13.0,13.0,0.0
2022,2,3110569,13.0,13.0,0.0
2022,1,3110569,13.0,13.0,0.0
2022,4,3110570,9.0,9.0,0.0
2022,3,3110570,9.0,9.0,0.0
2022,2,3110570,9.0,9.0,0.0
2022,1,3110570,9.0,9.0,0.0
2022,4,3110548,9.0,9.0,0.0
2022,3,3110548,9.0,9.0,0.0
2022,2,3110548,9.0,9.0,0.0
2022,1,3110548,9.0,9.0,0.0
2022,4,3110400,27.0,27.0,0.0
2022,3,3110400,27.0,27.0,0.0
2022,2,3110400,27.0,27.0,0.0
2022,1,3110400,27.0,27.0,0.0
2022,4,3110401,15.0,15.0,0.0
2022,3,3110401,15.0,15.0,0.0
2022,2,3110401,15.0,15.0,0.0
2022,1,3110401,15.0,15.0,0.0
2022,4,3110415,51.0,51.0,0.0
2022,3,3110415,51.0,51.0,0.0
2022,2,3110415,51.0,51.0,0.0
2022,1,3110415,51.0,51.0,0.0
2022,4,3110461,10.0,10.0,0.0
2022,3,3110461,10.0,10.0,0.0
2022,2,3110461,10.0,10.0,0.0
2022,1,3110461,10.0,10.0,0.0
2022,4,3110588,11.0,11.0,0.0
2022,3,3110588,11.0,11.0,0.0
2022,2,3110588,11.0,11.0,0.0
2022,1,3110588,11.0,11.0,0.0
2022,4,3110589,9.0,9.0,0.0
2022,3,3110589,9.0,9.0,0.0
2022,2,3110589,9.0,9.0,0.0
2022,1,3110589,9.0,9.0,0.0
2022,4,3110571,12.0,12.0,0.0
2022,3,3110571,12.0,12.0,0.0
2022,2,3110571,12.0,12.0,0.0
2022,1,3110571,12.0,12.0,0.0
2022,4,3110572,47.0,47.0,0.0
2022,3,3110572,47.0,47.0,0.0
2022,2,3110572,47.0,47.0,0.0
2022,1,3110572,47.0,47.0,0.0
2022,4,3110424,20.0,20.0,0.0
2022,3,3110424,20.0,20.0,0.0
2022,2,3110424,20.0,20.0,0.0
2022,1,3110424,20.0,20.0,0.0
2022,4,3110402,21.0,21.0,0.0
2022,3,3110402,21.0,21.0,0.0
2022,2,3110402,21.0,21.0,0.0
2022,1,3110402,21.0,21.0,0.0
2022,4,3110403,16.0,16.0,0.0
2022,3,3110403,16.0,16.0,0.0
2022,2,3110403,16.0,16.0,0.0
2022,1,3110403,16.0,16.0,0.0
2022,4,3110404,60.0,60.0,0.0
2022,3,3110404,60.0,60.0,0.0
2022,2,3110404,60.0,60.0,0.0
2022,1,3110404,60.0,60.0,0.0
2022,4,3110450,35.0,35.0,0.0
2022,3,3110450,35.0,35.0,0.0
2022,2,3110450,35.0,35.0,0.0
2022,1,3110450,35.0,35.0,0.0
2022,4,3111084,8.0,8.0,0.0
2022,3,3111084,8.0,8.0,0.0
2022,2,3111084,8.0,8.0,0.0
2022,1,3111084,8.0,8.0,0.0
2022,4,3111085,18.0,18.0,0.0
2022,3,3111085,18.0,18.0,0.0
2022,2,3111085,18.0,18.0,0.0
2022,1,3111085,18.0,18.0,0.0
2022,4,3111086,20.0,20.0,0.0
2022,3,3111086,20.0,20.0,0.0
2022,2,3111086,20.0,20.0,0.0
2022,1,3111086,20.0,20.0,0.0
2022,4,3111087,11.0,11.0,0.0
2022,3,3111087,11.0,11.0,0.0
2022,2,3111087,11.0,11.0,0.0
2022,1,3111087,11.0,11.0,0.0
2022,4,3111088,17.0,17.0,0.0
2022,3,3111088,17.0,17.0,0.0
2022,2,3111088,17.0,17.0,0.0
2022,1,3111088,17.0,17.0,0.0
2022,4,3110439,15.0,15.0,0.0
2022,3,3110439,15.0,15.0,0.0
2022,2,3110439,15.0,15.0,0.0
2022,1,3110439,15.0,15.0,0.0
2022,4,3110440,7.0,7.0,0.0
2022,3,3110440,7.0,7.0,0.0
2022,2,3110440,7.0,7.0,0.0
2022,1,3110440,7.0,7.0,0.0
2022,4,3110441,10.0,10.0,0.0
2022,3,3110441,10.0,10.0,0.0
2022,2,3110441,10.0,10.0,0.0
2022,1,3110441,10.0,10.0,0.0
2022,4,3110442,3.0,3.0,0.0
2022,3,3110442,3.0,3.0,0.0
2022,2,3110442,3.0,3.0,0.0
2022,1,3110442,3.0,3.0,0.0
2022,4,3110425,24.0,24.0,0.0
2022,3,3110425,24.0,24.0,0.0
2022,2,3110425,24.0,24.0,0.0
2022,1,3110425,24.0,24.0,0.0
2022,4,3110474,15.0,15.0,0.0
2022,3,3110474,15.0,15.0,0.0
2022,2,3110474,15.0,15.0,0.0
2022,1,3110474,15.0,15.0,0.0
2022,4,3110451,20.0,20.0,0.0
2022,3,3110451,20.0,20.0,0.0
2022,2,3110451,20.0,20.0,0.0
2022,1,3110451,20.0,20.0,0.0
2022,4,3110509,18.0,18.0,0.0
2022,3,3110509,18.0,18.0,0.0
2022,2,3110509,18.0,18.0,0.0
2022,1,3110509,18.0,18.0,0.0
2022,4,3110510,9.0,9.0,0.0
2022,3,3110510,9.0,9.0,0.0
2022,2,3110510,9.0,9.0,0.0
2022,1,3110510,9.0,9.0,0.0
2022,4,3110488,21.0,21.0,0.0
2022,3,3110488,21.0,21.0,0.0
2022,2,3110488,21.0,21.0,0.0
2022,1,3110488,21.0,21.0,0.0
2022,4,3110489,2.0,2.0,0.0
2022,3,3110489,2.0,2.0,0.0
2022,2,3110489,2.0,2.0,0.0
2022,1,3110489,2.0,2.0,0.0
2022,4,3110490,17.0,17.0,0.0
2022,3,3110490,17.0,17.0,0.0
2022,2,3110490,17.0,17.0,0.0
2022,1,3110490,17.0,17.0,0.0
2022,4,3110475,13.0,13.0,0.0
2022,3,3110475,13.0,13.0,0.0
2022,2,3110475,13.0,13.0,0.0
2022,1,3110475,13.0,13.0,0.0
2022,4,3110476,4.0,4.0,0.0
2022,3,3110476,4.0,4.0,0.0
2022,2,3110476,4.0,4.0,0.0
2022,1,3110476,4.0,4.0,0.0
2022,4,3110526,29.0,29.0,0.0
2022,3,3110526,29.0,29.0,0.0
2022,2,3110526,29.0,29.0,0.0
2022,1,3110526,29.0,29.0,0.0
2022,4,3110498,6.0,6.0,0.0
2022,3,3110498,6.0,6.0,0.0
2022,2,3110498,6.0,6.0,0.0
2022,1,3110498,6.0,6.0,0.0
2022,4,3110499,27.0,27.0,0.0
2022,3,3110499,27.0,27.0,0.0
2022,2,3110499,27.0,27.0,0.0
2022,1,3110499,27.0,27.0,0.0
2022,4,3110500,10.0,10.0,0.0
2022,3,3110500,10.0,10.0,0.0
2022,2,3110500,10.0,10.0,0.0
2022,1,3110500,10.0,10.0,0.0
2022,4,3110462,36.0,36.0,0.0
2022,3,3110462,36.0,36.0,0.0
2022,2,3110462,36.0,36.0,0.0
2022,1,3110462,36.0,36.0,0.0
2022,4,3110463,21.0,21.0,0.0
2022,3,3110463,21.0,21.0,0.0
2022,2,3110463,21.0,21.0,0.0
2022,1,3110463,21.0,21.0,0.0
2022,4,3110464,17.0,17.0,0.0
2022,3,3110464,17.0,17.0,0.0
2022,2,3110464,17.0,17.0,0.0
2022,1,3110464,17.0,17.0,0.0
2022,4,3110540,7.0,7.0,0.0
2022,3,3110540,7.0,7.0,0.0
2022,2,3110540,7.0,7.0,0.0
2022,1,3110540,7.0,7.0,0.0
2022,4,3110541,28.0,28.0,0.0
2022,3,3110541,28.0,28.0,0.0
2022,2,3110541,28.0,28.0,0.0
2022,1,3110541,28.0,28.0,0.0
2022,4,3110527,4.0,4.0,0.0
2022,3,3110527,4.0,4.0,0.0
2022,2,3110527,4.0,4.0,0.0
2022,1,3110527,4.0,4.0,0.0
2022,4,3110528,18.0,18.0,0.0
2022,3,3110528,18.0,18.0,0.0
2022,2,3110528,18.0,18.0,0.0
2022,1,3110528,18.0,18.0,0.0
2022,4,3110573,1.0,1.0,0.0
2022,3,3110573,1.0,1.0,0.0
2022,2,3110573,1.0,1.0,0.0
2022,1,3110573,1.0,1.0,0.0
2022,4,3110574,8.0,8.0,0.0
2022,3,3110574,8.0,8.0,0.0
2022,2,3110574,8.0,8.0,0.0
2022,1,3110574,8.0,8.0,0.0
2022,4,3110549,23.0,23.0,0.0
2022,3,3110549,23.0,23.0,0.0
2022,2,3110549,23.0,23.0,0.0
2022,1,3110549,23.0,23.0,0.0
2022,4,3110550,26.0,26.0,0.0
2022,3,3110550,26.0,26.0,0.0
2022,2,3110550,26.0,26.0,0.0
2022,1,3110550,26.0,26.0,0.0
2022,4,3111079,6.0,6.0,0.0
2022,3,3111079,6.0,6.0,0.0
2022,2,3111079,6.0,6.0,0.0
2022,1,3111079,6.0,6.0,0.0
2022,4,3111080,14.0,14.0,0.0
2022,3,3111080,14.0,14.0,0.0
2022,2,3111080,14.0,14.0,0.0
2022,1,3111080,14.0,14.0,0.0
2022,4,3111082,1.0,1.0,0.0
2022,3,3111082,1.0,1.0,0.0
2022,2,3111082,1.0,1.0,0.0
2022,1,3111082,1.0,1.0,0.0
2022,4,3111083,13.0,13.0,0.0
2022,3,3111083,13.0,13.0,0.0
2022,2,3111083,13.0,13.0,0.0
2022,1,3111083,13.0,13.0,0.0
2022,4,3110593,23.0,23.0,0.0
2022,3,3110593,23.0,23.0,0.0
2022,2,3110593,23.0,23.0,0.0
2022,1,3110593,23.0,23.0,0.0
2022,4,3110594,13.0,13.0,0.0
2022,3,3110594,13.0,13.0,0.0
2022,2,3110594,13.0,13.0,0.0
2022,1,3110594,13.0,13.0,0.0
2022,4,3110595,29.0,29.0,0.0
2022,3,3110595,29.0,29.0,0.0
2022,2,3110595,29.0,29.0,0.0
2022,1,3110595,29.0,29.0,0.0
2022,4,3110443,2.0,2.0,0.0
2022,3,3110443,2.0,2.0,0.0
2022,2,3110443,2.0,2.0,0.0
2022,1,3110443,2.0,2.0,0.0
2022,4,3110575,9.0,9.0,0.0
2022,3,3110575,9.0,9.0,0.0
2022,2,3110575,9.0,9.0,0.0
2022,1,3110575,9.0,9.0,0.0
2022,4,3110576,16.0,16.0,0.0
2022,3,3110576,16.0,16.0,0.0
2022,2,3110576,16.0,16.0,0.0
2022,1,3110576,16.0,16.0,0.0
2022,4,3110426,35.0,35.0,0.0
2022,3,3110426,35.0,35.0,0.0
2022,2,3110426,35.0,35.0,0.0
2022,1,3110426,35.0,35.0,0.0
2022,4,3110405,31.0,31.0,0.0
2022,3,3110405,31.0,31.0,0.0
2022,2,3110405,31.0,31.0,0.0
2022,1,3110405,31.0,31.0,0.0
2022,4,3110452,38.0,38.0,0.0
2022,3,3110452,38.0,38.0,0.0
2022,2,3110452,38.0,38.0,0.0
2022,1,3110452,38.0,38.0,0.0
2022,4,3110557,23.0,23.0,0.0
2022,3,3110557,23.0,23.0,0.0
2022,2,3110557,23.0,23.0,0.0
2022,1,3110557,23.0,23.0,0.0
2022,4,3110558,41.0,41.0,0.0
2022,3,3110558,41.0,41.0,0.0
2022,2,3110558,41.0,41.0,0.0
2022,1,3110558,41.0,41.0,0.0
2022,4,3110559,12.0,12.0,0.0
2022,3,3110559,12.0,12.0,0.0
2022,2,3110559,12.0,12.0,0.0
2022,1,3110559,12.0,12.0,0.0
2022,4,3110413,11.0,11.0,0.0
2022,3,3110413,11.0,11.0,0.0
2022,2,3110413,11.0,11.0,0.0
2022,1,3110413,11.0,11.0,0.0
2022,4,3110444,13.0,13.0,0.0
2022,3,3110444,13.0,13.0,0.0
2022,2,3110444,13.0,13.0,0.0
2022,1,3110444,13.0,13.0,0.0
2022,4,3110446,15.0,15.0,0.0
2022,3,3110446,15.0,15.0,0.0
2022,2,3110446,15.0,15.0,0.0
2022,1,3110446,15.0,15.0,0.0
2022,4,3110427,6.0,6.0,0.0
2022,3,3110427,6.0,6.0,0.0
2022,2,3110427,6.0,6.0,0.0
2022,1,3110427,6.0,6.0,0.0
2022,4,3110428,37.0,37.0,0.0
2022,3,3110428,37.0,37.0,0.0
2022,2,3110428,37.0,37.0,0.0
2022,1,3110428,37.0,37.0,0.0
2022,4,3110477,26.0,26.0,0.0
2022,3,3110477,26.0,26.0,0.0
2022,2,3110477,26.0,26.0,0.0
2022,1,3110477,26.0,26.0,0.0
2022,4,3110478,16.0,16.0,0.0
2022,3,3110478,16.0,16.0,0.0
2022,2,3110478,16.0,16.0,0.0
2022,1,3110478,16.0,16.0,0.0
2022,4,3110453,39.0,39.0,0.0
2022,3,3110453,39.0,39.0,0.0
2022,2,3110453,39.0,39.0,0.0
2022,1,3110453,39.0,39.0,0.0
2022,4,3110454,10.0,10.0,0.0
2022,3,3110454,10.0,10.0,0.0
2022,2,3110454,10.0,10.0,0.0
2022,1,3110454,10.0,10.0,0.0
2022,4,3110511,21.0,21.0,0.0
2022,3,3110511,21.0,21.0,0.0
2022,2,3110511,21.0,21.0,0.0
2022,1,3110511,21.0,21.0,0.0
2022,4,3110512,12.0,12.0,0.0
2022,3,3110512,12.0,12.0,0.0
2022,2,3110512,12.0,12.0,0.0
2022,1,3110512,12.0,12.0,0.0
2022,4,3110513,16.0,16.0,0.0
2022,3,3110513,16.0,16.0,0.0
2022,2,3110513,16.0,16.0,0.0
2022,1,3110513,16.0,16.0,0.0
2022,4,3110515,17.0,17.0,0.0
2022,3,3110515,17.0,17.0,0.0
2022,2,3110515,17.0,17.0,0.0
2022,1,3110515,17.0,17.0,0.0
2022,4,3110564,5.0,5.0,0.0
2022,3,3110564,5.0,5.0,0.0
2022,2,3110564,5.0,5.0,0.0
2022,1,3110564,5.0,5.0,0.0
2022,4,3110479,18.0,18.0,0.0
2022,3,3110479,18.0,18.0,0.0
2022,2,3110479,18.0,18.0,0.0
2022,1,3110479,18.0,18.0,0.0
2022,4,3110529,42.0,42.0,0.0
2022,3,3110529,42.0,42.0,0.0
2022,2,3110529,42.0,42.0,0.0
2022,1,3110529,42.0,42.0,0.0
2022,4,3110501,10.0,10.0,0.0
2022,3,3110501,10.0,10.0,0.0
2022,2,3110501,10.0,10.0,0.0
2022,1,3110501,10.0,10.0,0.0
2022,4,3110502,32.0,32.0,0.0
2022,3,3110502,32.0,32.0,0.0
2022,2,3110502,32.0,32.0,0.0
2022,1,3110502,32.0,32.0,0.0
2022,4,3110503,47.0,47.0,0.0
2022,3,3110503,47.0,47.0,0.0
2022,2,3110503,47.0,47.0,0.0
2022,1,3110503,47.0,47.0,0.0
2022,4,3110482,4.0,4.0,0.0
2022,3,3110482,4.0,4.0,0.0
2022,2,3110482,4.0,4.0,0.0
2022,1,3110482,4.0,4.0,0.0
2022,4,3110532,22.0,22.0,0.0
2022,3,3110532,22.0,22.0,0.0
2022,2,3110532,22.0,22.0,0.0
2022,1,3110532,22.0,22.0,0.0
2022,4,3110533,1.0,1.0,0.0
2022,3,3110533,1.0,1.0,0.0
2022,2,3110533,1.0,1.0,0.0
2022,1,3110533,1.0,1.0,0.0
2022,4,3110565,6.0,6.0,0.0
2022,3,3110565,6.0,6.0,0.0
2022,2,3110565,6.0,6.0,0.0
2022,1,3110565,6.0,6.0,0.0
2022,4,3110419,35.0,35.0,0.0
2022,3,3110419,35.0,35.0,0.0
2022,2,3110419,35.0,35.0,0.0
2022,1,3110419,35.0,35.0,0.0
2022,4,3110577,14.0,14.0,0.0
2022,3,3110577,14.0,14.0,0.0
2022,2,3110577,14.0,14.0,0.0
2022,1,3110577,14.0,14.0,0.0
2022,4,3110578,26.0,26.0,0.0
2022,3,3110578,26.0,26.0,0.0
2022,2,3110578,26.0,26.0,0.0
2022,1,3110578,26.0,26.0,0.0
2022,4,3110551,11.0,11.0,0.0
2022,3,3110551,11.0,11.0,0.0
2022,2,3110551,11.0,11.0,0.0
2022,1,3110551,11.0,11.0,0.0
2022,4,3110552,13.0,13.0,0.0
2022,3,3110552,13.0,13.0,0.0
2022,2,3110552,13.0,13.0,0.0
2022,1,3110552,13.0,13.0,0.0
2022,4,3110590,16.0,16.0,0.0
2022,3,3110590,16.0,16.0,0.0
2022,2,3110590,16.0,16.0,0.0
2022,1,3110590,16.0,16.0,0.0
2022,4,3110591,15.0,15.0,0.0
2022,3,3110591,15.0,15.0,0.0
2022,2,3110591,15.0,15.0,0.0
2022,1,3110591,15.0,15.0,0.0
2022,4,3110592,4.0,4.0,0.0
2022,3,3110592,4.0,4.0,0.0
2022,2,3110592,4.0,4.0,0.0
2022,1,3110592,4.0,4.0,0.0
2022,4,3110420,20.0,20.0,0.0
2022,3,3110420,20.0,20.0,0.0
2022,2,3110420,20.0,20.0,0.0
2022,1,3110420,20.0,20.0,0.0
2022,4,3110468,41.0,41.0,0.0
2022,3,3110468,41.0,41.0,0.0
2022,2,3110468,41.0,41.0,0.0
2022,1,3110468,41.0,41.0,0.0
2022,4,3110469,64.0,64.0,0.0
2022,3,3110469,64.0,64.0,0.0
2022,2,3110469,64.0,64.0,0.0
2022,1,3110469,64.0,64.0,0.0
2022,4,3110579,6.0,6.0,0.0
2022,3,3110579,6.0,6.0,0.0
2022,2,3110579,6.0,6.0,0.0
2022,1,3110579,6.0,6.0,0.0
2022,4,3110429,54.0,54.0,0.0
2022,3,3110429,54.0,54.0,0.0
2022,2,3110429,54.0,54.0,0.0
2022,1,3110429,54.0,54.0,0.0
2022,4,3110406,16.0,16.0,0.0
2022,3,3110406,16.0,16.0,0.0
2022,2,3110406,16.0,16.0,0.0
2022,1,3110406,16.0,16.0,0.0
2022,4,3110407,66.0,66.0,0.0
2022,3,3110407,66.0,66.0,0.0
2022,2,3110407,66.0,66.0,0.0
2022,1,3110407,66.0,66.0,0.0
2022,4,3110408,19.0,19.0,0.0
2022,3,3110408,19.0,19.0,0.0
2022,2,3110408,19.0,19.0,0.0
2022,1,3110408,19.0,19.0,0.0
2022,4,3110432,14.0,14.0,0.0
2022,3,3110432,14.0,14.0,0.0
2022,2,3110432,14.0,14.0,0.0
2022,1,3110432,14.0,14.0,0.0
2022,4,3110433,7.0,7.0,0.0
2022,3,3110433,7.0,7.0,0.0
2022,2,3110433,7.0,7.0,0.0
2022,1,3110433,7.0,7.0,0.0
2022,4,3110434,4.0,4.0,0.0
2022,3,3110434,4.0,4.0,0.0
2022,2,3110434,4.0,4.0,0.0
2022,1,3110434,4.0,4.0,0.0
2022,4,3110435,4.0,4.0,0.0
2022,3,3110435,4.0,4.0,0.0
2022,2,3110435,4.0,4.0,0.0
2022,1,3110435,4.0,4.0,0.0
2022,4,3110692,10.0,10.0,0.0
2022,3,3110692,10.0,10.0,0.0
2022,2,3110692,10.0,10.0,0.0
2022,1,3110692,10.0,10.0,0.0
2022,4,3110693,6.0,6.0,0.0
2022,3,3110693,6.0,6.0,0.0
2022,2,3110693,6.0,6.0,0.0
2022,1,3110693,6.0,6.0,0.0
2022,4,3110694,34.0,34.0,0.0
2022,3,3110694,34.0,34.0,0.0
2022,2,3110694,34.0,34.0,0.0
2022,1,3110694,34.0,34.0,0.0
2022,4,3110695,42.0,42.0,0.0
2022,3,3110695,42.0,42.0,0.0
2022,2,3110695,42.0,42.0,0.0
2022,1,3110695,42.0,42.0,0.0
2022,4,3110696,15.0,15.0,0.0
2022,3,3110696,15.0,15.0,0.0
2022,2,3110696,15.0,15.0,0.0
2022,1,3110696,15.0,15.0,0.0
2022,4,3110663,5.0,5.0,0.0
2022,3,3110663,5.0,5.0,0.0
2022,2,3110663,5.0,5.0,0.0
2022,1,3110663,5.0,5.0,0.0
2022,4,3110664,7.0,7.0,0.0
2022,3,3110664,7.0,7.0,0.0
2022,2,3110664,7.0,7.0,0.0
2022,1,3110664,7.0,7.0,0.0
2022,4,3110665,28.0,28.0,0.0
2022,3,3110665,28.0,28.0,0.0
2022,2,3110665,28.0,28.0,0.0
2022,1,3110665,28.0,28.0,0.0
2022,4,3110666,4.0,4.0,0.0
2022,3,3110666,4.0,4.0,0.0
2022,2,3110666,4.0,4.0,0.0
2022,1,3110666,4.0,4.0,0.0
2022,4,3110749,29.0,29.0,0.0
2022,3,3110749,29.0,29.0,0.0
2022,2,3110749,29.0,29.0,0.0
2022,1,3110749,29.0,29.0,0.0
2022,4,3110750,23.0,23.0,0.0
2022,3,3110750,23.0,23.0,0.0
2022,2,3110750,23.0,23.0,0.0
2022,1,3110750,23.0,23.0,0.0
2022,4,3110681,27.0,27.0,0.0
2022,3,3110681,27.0,27.0,0.0
2022,2,3110681,27.0,27.0,0.0
2022,1,3110681,27.0,27.0,0.0
2022,4,3110683,10.0,10.0,0.0
2022,3,3110683,10.0,10.0,0.0
2022,2,3110683,10.0,10.0,0.0
2022,1,3110683,10.0,10.0,0.0
2022,4,3110703,39.0,39.0,0.0
2022,3,3110703,39.0,39.0,0.0
2022,2,3110703,39.0,39.0,0.0
2022,1,3110703,39.0,39.0,0.0
2022,4,3110706,13.0,13.0,0.0
2022,3,3110706,13.0,13.0,0.0
2022,2,3110706,13.0,13.0,0.0
2022,1,3110706,13.0,13.0,0.0
2022,4,3110722,2.0,2.0,0.0
2022,3,3110722,2.0,2.0,0.0
2022,2,3110722,2.0,2.0,0.0
2022,1,3110722,2.0,2.0,0.0
2022,4,3110723,9.0,9.0,0.0
2022,3,3110723,9.0,9.0,0.0
2022,2,3110723,9.0,9.0,0.0
2022,1,3110723,9.0,9.0,0.0
2022,4,3110724,5.0,5.0,0.0
2022,3,3110724,5.0,5.0,0.0
2022,2,3110724,5.0,5.0,0.0
2022,1,3110724,5.0,5.0,0.0
2022,4,3110725,16.0,16.0,0.0
2022,3,3110725,16.0,16.0,0.0
2022,2,3110725,16.0,16.0,0.0
2022,1,3110725,16.0,16.0,0.0
2022,4,3110803,16.0,16.0,0.0
2022,3,3110803,16.0,16.0,0.0
2022,2,3110803,16.0,16.0,0.0
2022,1,3110803,16.0,16.0,0.0
2022,4,3110804,25.0,25.0,0.0
2022,3,3110804,25.0,25.0,0.0
2022,2,3110804,25.0,25.0,0.0
2022,1,3110804,25.0,25.0,0.0
2022,4,3110805,8.0,8.0,0.0
2022,3,3110805,8.0,8.0,0.0
2022,2,3110805,8.0,8.0,0.0
2022,1,3110805,8.0,8.0,0.0
2022,4,3110733,6.0,6.0,0.0
2022,3,3110733,6.0,6.0,0.0
2022,2,3110733,6.0,6.0,0.0
2022,1,3110733,6.0,6.0,0.0
2022,4,3110734,4.0,4.0,0.0
2022,3,3110734,4.0,4.0,0.0
2022,2,3110734,4.0,4.0,0.0
2022,1,3110734,4.0,4.0,0.0
2022,4,3110735,18.0,18.0,0.0
2022,3,3110735,18.0,18.0,0.0
2022,2,3110735,18.0,18.0,0.0
2022,1,3110735,18.0,18.0,0.0
2022,4,3110736,21.0,21.0,0.0
2022,3,3110736,21.0,21.0,0.0
2022,2,3110736,21.0,21.0,0.0
2022,1,3110736,21.0,21.0,0.0
2022,4,3110755,29.0,29.0,0.0
2022,3,3110755,29.0,29.0,0.0
2022,2,3110755,29.0,29.0,0.0
2022,1,3110755,29.0,29.0,0.0
2022,4,3110756,11.0,11.0,0.0
2022,3,3110756,11.0,11.0,0.0
2022,2,3110756,11.0,11.0,0.0
2022,1,3110756,11.0,11.0,0.0
2022,4,3110757,10.0,10.0,0.0
2022,3,3110757,10.0,10.0,0.0
2022,2,3110757,10.0,10.0,0.0
2022,1,3110757,10.0,10.0,0.0
2022,4,3110758,6.0,6.0,0.0
2022,3,3110758,6.0,6.0,0.0
2022,2,3110758,6.0,6.0,0.0
2022,1,3110758,6.0,6.0,0.0
2022,4,3110807,1.0,1.0,0.0
2022,3,3110807,1.0,1.0,0.0
2022,2,3110807,1.0,1.0,0.0
2022,1,3110807,1.0,1.0,0.0
2022,4,3110774,2.0,2.0,0.0
2022,3,3110774,2.0,2.0,0.0
2022,2,3110774,2.0,2.0,0.0
2022,1,3110774,2.0,2.0,0.0
2022,4,3110775,9.0,9.0,0.0
2022,3,3110775,9.0,9.0,0.0
2022,2,3110775,9.0,9.0,0.0
2022,1,3110775,9.0,9.0,0.0
2022,4,3110776,18.0,18.0,0.0
2022,3,3110776,18.0,18.0,0.0
2022,2,3110776,18.0,18.0,0.0
2022,1,3110776,18.0,18.0,0.0
2022,4,3110643,11.0,11.0,0.0
2022,3,3110643,11.0,11.0,0.0
2022,2,3110643,11.0,11.0,0.0
2022,1,3110643,11.0,11.0,0.0
2022,4,3110644,14.0,14.0,0.0
2022,3,3110644,14.0,14.0,0.0
2022,2,3110644,14.0,14.0,0.0
2022,1,3110644,14.0,14.0,0.0
2022,4,3110645,44.0,44.0,0.0
2022,3,3110645,44.0,44.0,0.0
2022,2,3110645,44.0,44.0,0.0
2022,1,3110645,44.0,44.0,0.0
2022,4,3110790,27.0,27.0,0.0
2022,3,3110790,27.0,27.0,0.0
2022,2,3110790,27.0,27.0,0.0
2022,1,3110790,27.0,27.0,0.0
2022,4,3110791,21.0,21.0,0.0
2022,3,3110791,21.0,21.0,0.0
2022,2,3110791,21.0,21.0,0.0
2022,1,3110791,21.0,21.0,0.0
2022,4,3110792,24.0,24.0,0.0
2022,3,3110792,24.0,24.0,0.0
2022,2,3110792,24.0,24.0,0.0
2022,1,3110792,24.0,24.0,0.0
2022,4,3110809,15.0,15.0,0.0
2022,3,3110809,15.0,15.0,0.0
2022,2,3110809,15.0,15.0,0.0
2022,1,3110809,15.0,15.0,0.0
2022,4,3110653,13.0,13.0,0.0
2022,3,3110653,13.0,13.0,0.0
2022,2,3110653,13.0,13.0,0.0
2022,1,3110653,13.0,13.0,0.0
2022,4,3110608,13.0,13.0,0.0
2022,3,3110608,13.0,13.0,0.0
