"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20204","A","골목상권","3110444","수색성당","8","52","124","1","","","3","63","95","16","","","","72","187159379"
"20203","A","골목상권","3110444","수색성당","8","52","124","1","","","3","63","95","16","","","","72","187159379"
"20202","A","골목상권","3110444","수색성당","8","52","124","1","","","3","63","95","16","","","","72","187159379"
"20201","A","골목상권","3110444","수색성당","8","52","124","1","","","3","63","95","16","","","","72","187159379"
"20194","A","골목상권","3110444","수색성당","8","52","124","1","","","3","63","95","16","","","","72","187159379"
"20224","A","골목상권","3110445","덕산중학교","35","422","72","","","","54","289","151","","","","","51","160626205"
"20223","A","골목상권","3110445","덕산중학교","35","388","72","","","","54","259","147","","","","","51","158190944"
"20222","A","골목상권","3110445","덕산중학교","35","388","72","","","","54","259","147","","","","","51","158190944"
"20221","A","골목상권","3110445","덕산중학교","35","388","72","","","","54","259","147","","","","","51","158190944"
"20214","A","골목상권","3110445","덕산중학교","35","388","72","","","","54","259","147","","","","","51","158190944"
"20213","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20212","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20211","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20204","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20203","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20202","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20201","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20194","A","골목상권","3110445","덕산중학교","40","462","106","9","3","","85","416","77","2","","","","54","140424021"
"20224","A","골목상권","3110446","내를건너서숲으로도서관","20","124","27","2","","","14","66","25","19","28","1","","54","242090202"
"20223","A","골목상권","3110446","내를건너서숲으로도서관","20","124","27","2","","","14","66","25","19","28","1","","54","242090202"
"20222","A","골목상권","3110446","내를건너서숲으로도서관","20","124","27","2","","","14","66","25","19","28","1","","54","242090202"
"20221","A","골목상권","3110446","내를건너서숲으로도서관","20","124","27","2","","","14","66","25","19","28","1","","54","242090202"
"20214","A","골목상권","3110446","내를건너서숲으로도서관","20","124","27","2","","","14","66","25","19","28","1","","54","242090202"
"20213","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20212","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20211","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20204","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20203","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20202","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20201","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20194","A","골목상권","3110446","내를건너서숲으로도서관","22","149","111","4","","","40","116","108","","","","","55","132967109"
"20224","A","골목상권","3110427","노원 을지대학교병원","9","18","34","8","36","","12","8","34","34","8","","","94","271974524"
"20223","A","골목상권","3110427","노원 을지대학교병원","9","18","34","8","36","","12","8","34","34","8","","","94","271974524"
"20222","A","골목상권","3110427","노원 을지대학교병원","9","18","34","8","36","","12","8","34","34","8","","","94","271974524"
"20221","A","골목상권","3110427","노원 을지대학교병원","9","18","34","8","36","","12","8","34","34","8","","","94","271974524"
"20214","A","골목상권","3110427","노원 을지대학교병원","9","18","34","8","36","","12","8","34","34","8","","","94","271974524"
"20213","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20212","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20211","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20204","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20203","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20202","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20201","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20194","A","골목상권","3110427","노원 을지대학교병원","9","21","61","12","48","","15","27","49","51","","","","94","232696909"
"20224","A","골목상권","3110428","상계5동주민센터","127","1063","102","2","","","489","598","80","","","","","48","120024528"
"20223","A","골목상권","3110428","상계5동주민센터","127","1063","102","2","","","489","598","80","","","","","48","120024528"
"20222","A","골목상권","3110428","상계5동주민센터","127","1063","102","2","","","489","598","80","","","","","48","120024528"
"20221","A","골목상권","3110428","상계5동주민센터","127","1063","102","2","","","489","598","80","","","","","48","120024528"
"20214","A","골목상권","3110428","상계5동주민센터","127","1063","102","2","","","489","598","80","","","","","48","120024528"
"20213","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20212","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20211","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20204","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20203","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20202","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20201","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20194","A","골목상권","3110428","상계5동주민센터","132","1147","110","2","","","664","578","17","","","","","48","102978633"
"20224","A","골목상권","3110477","은평세무서","81","488","206","1","","","76","445","173","1","","","","55","170003960"
"20223","A","골목상권","3110477","은평세무서","81","488","206","1","","","76","445","173","1","","","","55","170003960"
"20222","A","골목상권","3110477","은평세무서","81","488","206","1","","","76","445","173","1","","","","55","170003960"
"20221","A","골목상권","3110477","은평세무서","81","488","206","1","","","76","445","173","1","","","","55","170003960"
"20214","A","골목상권","3110477","은평세무서","81","488","206","1","","","76","445","173","1","","","","55","170003960"
"20213","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20212","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20211","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20204","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20203","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20202","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20201","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20194","A","골목상권","3110477","은평세무서","90","568","234","1","","","115","577","110","1","","","","55","154984304"
"20224","A","골목상권","3110478","응암1동주민센터","66","435","95","8","1","","80","362","80","13","4","","","54","156676353"
"20223","A","골목상권","3110478","응암1동주민센터","66","435","95","8","1","","80","362","80","13","4","","","54","156676353"
"20222","A","골목상권","3110478","응암1동주민센터","66","435","95","8","1","","80","362","80","13","4","","","54","156676353"
"20221","A","골목상권","3110478","응암1동주민센터","66","435","95","8","1","","80","362","80","13","4","","","54","156676353"
"20214","A","골목상권","3110478","응암1동주민센터","66","435","95","8","1","","80","362","80","13","4","","","54","156676353"
"20213","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20212","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20211","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20204","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20203","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20202","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20201","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20194","A","골목상권","3110478","응암1동주민센터","70","475","185","57","1","","103","409","135","71","","","","54","147302591"
"20224","A","골목상권","3110453","신사1동주민센터","228","1521","403","6","1","","356","1205","354","16","","","","54","150916301"
"20223","A","골목상권","3110453","신사1동주민센터","228","1521","403","6","1","","356","1205","354","16","","","","54","150916301"
"20222","A","골목상권","3110453","신사1동주민센터","228","1521","403","6","1","","356","1205","354","16","","","","54","150916301"
"20221","A","골목상권","3110453","신사1동주민센터","228","1521","403","6","1","","356","1205","354","16","","","","54","150916301"
"20214","A","골목상권","3110453","신사1동주민센터","228","1521","403","6","1","","356","1205","354","16","","","","54","150916301"
"20213","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20212","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20211","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20204","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20203","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20202","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20201","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20194","A","골목상권","3110453","신사1동주민센터","231","1693","527","15","2","","537","1345","354","1","","","","54","136398025"
"20224","A","골목상권","3110454","선정중학교","174","1285","283","1","1","","282","1156","131","","1","","","51","144478036"
"20223","A","골목상권","3110454","선정중학교","174","1285","283","1","1","","282","1156","131","","1","","","51","144478036"
"20222","A","골목상권","3110454","선정중학교","174","1285","283","1","1","","282","1156","131","","1","","","51","144478036"
"20221","A","골목상권","3110454","선정중학교","174","1285","283","1","1","","282","1156","131","","1","","","51","144478036"
"20214","A","골목상권","3110454","선정중학교","174","1285","283","1","1","","282","1156","131","","1","","","51","144478036"
"20213","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20212","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20211","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20204","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20203","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20202","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20201","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20194","A","골목상권","3110454","선정중학교","179","1354","320","1","1","","363","1239","73","","1","","","52","136357504"
"20224","A","골목상권","3110511","연희초등학교","99","663","183","77","11","25","263","345","241","34","26","37","13","64","202796351"
"20223","A","골목상권","3110511","연희초등학교","100","665","187","77","14","25","263","352","243","34","26","37","13","64","202607525"
"20222","A","골목상권","3110511","연희초등학교","100","665","187","77","14","25","263","352","243","34","26","37","13","64","202607525"
"20221","A","골목상권","3110511","연희초등학교","100","665","187","77","14","25","263","352","243","34","26","37","13","64","202607525"
"20214","A","골목상권","3110511","연희초등학교","100","665","187","77","14","25","263","352","243","34","26","37","13","64","202607525"
"20213","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20212","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20211","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20204","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20203","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20202","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20201","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20194","A","골목상권","3110511","연희초등학교","95","774","211","84","14","32","440","379","200","32","51","","13","65","179028427"
"20224","A","골목상권","3110512","연희지하차도","96","616","132","11","1","","197","418","119","25","1","","","52","142199909"
"20223","A","골목상권","3110512","연희지하차도","97","621","132","11","1","","198","422","119","25","1","","","52","141919162"
"20222","A","골목상권","3110512","연희지하차도","97","621","132","11","1","","198","422","119","25","1","","","52","141919162"
"20221","A","골목상권","3110512","연희지하차도","97","621","132","11","1","","198","422","119","25","1","","","52","141919162"
"20214","A","골목상권","3110512","연희지하차도","97","621","132","11","1","","198","422","119","25","1","","","52","141919162"
"20213","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20212","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20211","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20204","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20203","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20202","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20201","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20194","A","골목상권","3110512","연희지하차도","101","639","166","14","3","","281","442","95","4","","","","52","119445759"
"20224","A","골목상권","3110513","연희파출소","22","112","43","8","10","8","37","62","50","12","","6","14","72","236343923"
"20223","A","골목상권","3110513","연희파출소","24","124","49","9","10","8","44","67","57","12","","6","14","71","230342948"
"20222","A","골목상권","3110513","연희파출소","24","124","49","9","10","8","44","67","57","12","","6","14","71","230342948"
"20221","A","골목상권","3110513","연희파출소","24","124","49","9","10","8","44","67","57","12","","6","14","71","230342948"
"20214","A","골목상권","3110513","연희파출소","24","124","49","9","10","8","44","67","57","12","","6","14","71","230342948"
"20213","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20212","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20211","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20204","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20203","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20202","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20201","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20194","A","골목상권","3110513","연희파출소","25","134","85","12","10","10","64","108","55","3","6","13","2","73","201009776"
"20224","A","골목상권","3110515","홍은중학교","88","571","126","8","32","","232","381","116","8","","","","59","130849103"
"20223","A","골목상권","3110515","홍은중학교","88","571","126","8","32","","232","381","116","8","","","","59","130849103"
"20222","A","골목상권","3110515","홍은중학교","88","571","126","8","32","","232","381","116","8","","","","59","130849103"
"20221","A","골목상권","3110515","홍은중학교","88","571","126","8","32","","232","381","116","8","","","","59","130849103"
"20214","A","골목상권","3110515","홍은중학교","88","571","126","8","32","","232","381","116","8","","","","59","130849103"
"20213","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20212","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20211","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20204","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20203","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20202","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20201","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20194","A","골목상권","3110515","홍은중학교","86","562","140","10","37","","265","403","77","4","","","","59","119455499"
"20224","A","골목상권","3110516","정원여중","43","213","138","15","","","143","204","19","","","","","60","117232251"
"20223","A","골목상권","3110516","정원여중","43","213","138","15","","","143","204","19","","","","","60","117232251"
"20222","A","골목상권","3110516","정원여중","43","213","138","15","","","143","204","19","","","","","60","117232251"
"20221","A","골목상권","3110516","정원여중","43","213","138","15","","","143","204","19","","","","","60","117232251"
"20214","A","골목상권","3110516","정원여중","43","213","138","15","","","143","204","19","","","","","60","117232251"
"20213","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20212","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20211","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20204","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20203","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20202","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20201","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20194","A","골목상권","3110516","정원여중","43","228","151","18","3","","159","227","14","","","","","60","108859467"
"20224","A","골목상권","3110564","홍대입구역 3번","9","49","8","2","","","7","32","18","2","","","","47","172684418"
"20223","A","골목상권","3110564","홍대입구역 3번","11","68","8","2","","","23","35","18","2","","","","43","157785392"
"20222","A","골목상권","3110564","홍대입구역 3번","11","68","8","2","","","23","35","18","2","","","","43","157785392"
"20221","A","골목상권","3110564","홍대입구역 3번","11","68","8","2","","","23","35","18","2","","","","43","157785392"
"20214","A","골목상권","3110564","홍대입구역 3번","11","68","8","2","","","23","35","18","2","","","","43","157785392"
"20213","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20212","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20211","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20204","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20203","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20202","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20201","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20194","A","골목상권","3110564","홍대입구역 3번","13","82","11","2","","","38","42","15","","","","","44","130376786"
"20224","A","골목상권","3110479","연신내역 2번","60","450","65","1","","","119","299","94","4","","","","48","140530511"
"20223","A","골목상권","3110479","연신내역 2번","61","457","65","1","","","119","306","94","4","","","","48","140763890"
"20222","A","골목상권","3110479","연신내역 2번","61","457","65","1","","","119","306","94","4","","","","48","140763890"
"20221","A","골목상권","3110479","연신내역 2번","61","457","65","1","","","119","306","94","4","","","","48","140763890"
"20214","A","골목상권","3110479","연신내역 2번","61","457","65","1","","","119","306","94","4","","","","48","140763890"
"20213","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20212","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20211","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20204","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20203","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20202","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20201","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20194","A","골목상권","3110479","연신내역 2번","62","494","75","1","","","197","336","37","","","","","49","122438475"
"20224","A","골목상권","3110529","홍제3동주민센터","63","419","104","8","1","","95","381","55","1","","","","55","141798600"
"20223","A","골목상권","3110529","홍제3동주민센터","63","419","104","8","1","","95","381","55","1","","","","55","141798600"
"20222","A","골목상권","3110529","홍제3동주민센터","63","419","104","8","1","","95","381","55","1","","","","55","141798600"
"20221","A","골목상권","3110529","홍제3동주민센터","63","419","104","8","1","","95","381","55","1","","","","55","141798600"
"20214","A","골목상권","3110529","홍제3동주민센터","63","419","104","8","1","","95","381","55","1","","","","55","141798600"
"20213","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20212","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20211","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20204","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20203","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20202","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20201","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20194","A","골목상권","3110529","홍제3동주민센터","70","496","110","8","1","","189","415","11","","","","","54","124512220"
"20224","A","골목상권","3110501","연희어린이공원","29","148","96","8","2","","44","99","110","1","","","","64","179047570"
"20223","A","골목상권","3110501","연희어린이공원","30","159","96","8","2","","55","99","110","1","","","","63","175369621"
"20222","A","골목상권","3110501","연희어린이공원","30","159","96","8","2","","55","99","110","1","","","","63","175369621"
"20221","A","골목상권","3110501","연희어린이공원","30","159","96","8","2","","55","99","110","1","","","","63","175369621"
"20214","A","골목상권","3110501","연희어린이공원","30","159","96","8","2","","55","99","110","1","","","","63","175369621"
"20213","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20212","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20211","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20204","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20203","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20202","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20201","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20194","A","골목상권","3110501","연희어린이공원","29","164","109","8","2","","84","134","64","1","","","","64","149345441"
"20224","A","골목상권","3110502","남가좌파출소","59","376","55","3","1","","100","239","95","1","","","","48","148718089"
"20223","A","골목상권","3110502","남가좌파출소","59","376","55","3","1","","100","239","95","1","","","","48","148718089"
"20222","A","골목상권","3110502","남가좌파출소","59","376","55","3","1","","100","239","95","1","","","","48","148718089"
"20221","A","골목상권","3110502","남가좌파출소","59","376","55","3","1","","100","239","95","1","","","","48","148718089"
"20214","A","골목상권","3110502","남가좌파출소","59","376","55","3","1","","100","239","95","1","","","","48","148718089"
"20213","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20212","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20211","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20204","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20203","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20202","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20201","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20194","A","골목상권","3110502","남가좌파출소","61","401","60","3","1","","123","277","64","1","","","","49","136419464"
"20224","A","골목상권","3110503","명지대학교교회","111","806","78","7","1","1","358","475","58","1","1","","","46","120521856"
"20223","A","골목상권","3110503","명지대학교교회","111","806","78","7","1","1","358","475","58","1","1","","","46","120521856"
"20222","A","골목상권","3110503","명지대학교교회","111","806","78","7","1","1","358","475","58","1","1","","","46","120521856"
"20221","A","골목상권","3110503","명지대학교교회","111","806","78","7","1","1","358","475","58","1","1","","","46","120521856"
"20214","A","골목상권","3110503","명지대학교교회","111","806","78","7","1","1","358","475","58","1","1","","","46","120521856"
"20213","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20212","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20211","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20204","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20203","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20202","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20201","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20194","A","골목상권","3110503","명지대학교교회","114","921","110","5","1","2","460","506","68","4","1","","","47","116013987"
"20224","A","골목상권","3110504","명지전문대","5","28","13","","1","","16","23","2","1","","","","64","125465495"
"20223","A","골목상권","3110504","명지전문대","5","28","13","","1","","16","23","2","1","","","","64","125465495"
"20222","A","골목상권","3110504","명지전문대","5","28","13","","1","","16","23","2","1","","","","64","125465495"
"20221","A","골목상권","3110504","명지전문대","5","28","13","","1","","16","23","2","1","","","","64","125465495"
"20214","A","골목상권","3110504","명지전문대","5","28","13","","1","","16","23","2","1","","","","64","125465495"
"20213","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20212","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20211","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20211","A","골목상권","3110406","도봉산역 1번","41","330","31","5","","","184","181","1","","","","","53","104121260"
"20204","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
