기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
20221,A,골목상권,3110226,장안1동주민센터,272,2436,748,114,5,0,193,1036,1548,262,171,89,4,56,223145540
20214,A,골목상권,3110226,장안1동주민센터,272,2436,748,114,5,0,193,1036,1548,262,171,89,4,56,223145540
20213,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20212,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20211,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20204,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20203,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20202,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20201,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20194,A,골목상권,3110226,장안1동주민센터,265,3664,2405,521,22,1,790,1979,2188,1490,165,1,0,56,188612980
20224,A,골목상권,3110227,답십리공원,103,647,268,107,4,0,56,323,262,107,110,147,21,61,262337274
20223,A,골목상권,3110227,답십리공원,105,711,268,107,4,0,56,326,287,119,134,147,21,61,265081142
20222,A,골목상권,3110227,답십리공원,105,711,268,107,4,0,56,326,287,119,134,147,21,61,265081142
20221,A,골목상권,3110227,답십리공원,105,711,268,107,4,0,56,326,287,119,134,147,21,61,265081142
20214,A,골목상권,3110227,답십리공원,105,711,268,107,4,0,56,326,287,119,134,147,21,61,265081142
20213,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20212,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20211,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20204,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20203,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20202,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20201,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20194,A,골목상권,3110227,답십리공원,99,1331,1238,505,5,0,88,431,967,1295,298,0,0,62,215552406
20224,A,골목상권,3110254,오거리공원,211,1400,470,30,19,0,211,1031,303,124,194,56,0,55,196708470
20223,A,골목상권,3110254,오거리공원,212,1403,470,30,19,0,212,1033,303,124,194,56,0,55,196257514
20222,A,골목상권,3110254,오거리공원,212,1403,470,30,19,0,212,1033,303,124,194,56,0,55,196257514
20221,A,골목상권,3110254,오거리공원,212,1403,470,30,19,0,212,1033,303,124,194,56,0,55,196257514
20214,A,골목상권,3110254,오거리공원,212,1403,470,30,19,0,212,1033,303,124,194,56,0,55,196257514
20213,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20212,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20211,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20204,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20203,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20202,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20201,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20194,A,골목상권,3110254,오거리공원,203,2047,1514,140,149,0,297,1123,1090,1238,102,0,0,57,166957984
20224,A,골목상권,3110255,상봉역 4번,310,2705,421,6,2,0,505,1856,689,40,44,0,0,45,160006574
20223,A,골목상권,3110255,상봉역 4번,311,2715,421,6,2,0,505,1856,699,40,44,0,0,45,160233567
20222,A,골목상권,3110255,상봉역 4번,311,2715,421,6,2,0,505,1856,699,40,44,0,0,45,160233567
20221,A,골목상권,3110255,상봉역 4번,311,2715,421,6,2,0,505,1856,699,40,44,0,0,45,160233567
20214,A,골목상권,3110255,상봉역 4번,311,2715,421,6,2,0,505,1856,699,40,44,0,0,45,160233567
20213,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20212,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20211,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20204,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20203,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20202,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20201,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20194,A,골목상권,3110255,상봉역 4번,289,3597,1061,17,3,0,1151,2174,903,450,0,0,0,47,138936601
20224,A,골목상권,3110233,중랑역 1번,154,1404,161,5,1,0,186,913,403,6,56,7,0,46,171851715
20223,A,골목상권,3110233,중랑역 1번,155,1410,161,5,1,0,191,914,403,6,56,7,0,46,171375058
20222,A,골목상권,3110233,중랑역 1번,155,1410,161,5,1,0,191,914,403,6,56,7,0,46,171375058
20221,A,골목상권,3110233,중랑역 1번,155,1410,161,5,1,0,191,914,403,6,56,7,0,46,171375058
20214,A,골목상권,3110233,중랑역 1번,155,1410,161,5,1,0,191,914,403,6,56,7,0,46,171375058
20213,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20212,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20211,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20204,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20203,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20202,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20201,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20194,A,골목상권,3110233,중랑역 1번,135,1399,434,5,1,0,395,939,283,222,0,0,0,47,148257742
20224,A,골목상권,3110234,중랑역 4번,115,990,127,3,0,0,168,586,299,4,56,7,0,44,176153800
20223,A,골목상권,3110234,중랑역 4번,115,990,127,3,0,0,168,586,299,4,56,7,0,44,176153800
20222,A,골목상권,3110234,중랑역 4번,115,990,127,3,0,0,168,586,299,4,56,7,0,44,176153800
20221,A,골목상권,3110234,중랑역 4번,115,990,127,3,0,0,168,586,299,4,56,7,0,44,176153800
20214,A,골목상권,3110234,중랑역 4번,115,990,127,3,0,0,168,586,299,4,56,7,0,44,176153800
20213,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20212,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20211,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20204,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20203,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20202,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20201,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20194,A,골목상권,3110234,중랑역 4번,103,1102,403,3,0,0,359,724,204,221,0,0,0,45,152546714
20224,A,골목상권,3110235,세화어린이공원,111,1080,78,4,1,0,75,764,311,13,0,0,0,46,169159234
20223,A,골목상권,3110235,세화어린이공원,112,1086,78,4,1,0,80,765,311,13,0,0,0,46,168534884
20222,A,골목상권,3110235,세화어린이공원,112,1086,78,4,1,0,80,765,311,13,0,0,0,46,168534884
20221,A,골목상권,3110235,세화어린이공원,112,1086,78,4,1,0,80,765,311,13,0,0,0,46,168534884
20214,A,골목상권,3110235,세화어린이공원,112,1086,78,4,1,0,80,765,311,13,0,0,0,46,168534884
20213,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20212,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20211,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20204,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20203,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20202,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20201,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20194,A,골목상권,3110235,세화어린이공원,100,1000,184,4,1,0,116,804,268,1,0,0,0,48,149539710
20224,A,골목상권,3110236,신묵초등학교,276,2399,384,19,7,0,200,1928,459,53,93,76,0,47,176171613
20223,A,골목상권,3110236,신묵초등학교,275,2403,385,19,7,0,204,1929,459,53,93,76,0,47,175961641
20222,A,골목상권,3110236,신묵초등학교,275,2403,385,19,7,0,204,1929,459,53,93,76,0,47,175961641
20221,A,골목상권,3110236,신묵초등학교,275,2403,385,19,7,0,204,1929,459,53,93,76,0,47,175961641
20214,A,골목상권,3110236,신묵초등학교,275,2403,385,19,7,0,204,1929,459,53,93,76,0,47,175961641
20213,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20212,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20211,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20204,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20203,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20202,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20201,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20194,A,골목상권,3110236,신묵초등학교,251,2850,734,69,0,0,364,2365,675,249,0,0,0,47,149466196
20224,A,골목상권,3110237,메가박스 상봉,143,1214,260,11,0,0,169,867,346,52,44,7,0,49,177209141
20223,A,골목상권,3110237,메가박스 상봉,143,1214,260,11,0,0,169,867,346,52,44,7,0,49,177209141
20222,A,골목상권,3110237,메가박스 상봉,143,1214,260,11,0,0,169,867,346,52,44,7,0,49,177209141
20221,A,골목상권,3110237,메가박스 상봉,143,1214,260,11,0,0,169,867,346,52,44,7,0,49,177209141
20214,A,골목상권,3110237,메가박스 상봉,143,1214,260,11,0,0,169,867,346,52,44,7,0,49,177209141
20213,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20212,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20211,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20204,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20203,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20202,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20201,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20194,A,골목상권,3110237,메가박스 상봉,143,2355,719,75,0,0,447,1727,716,259,0,0,0,49,156787612
20224,A,골목상권,3110238,배꽃어린이공원,81,760,98,0,0,0,39,558,249,12,0,0,0,45,172286226
20223,A,골목상권,3110238,배꽃어린이공원,99,886,122,0,0,0,39,633,322,14,0,0,0,46,177228632
20222,A,골목상권,3110238,배꽃어린이공원,99,886,122,0,0,0,39,633,322,14,0,0,0,46,177228632
20221,A,골목상권,3110238,배꽃어린이공원,99,886,122,0,0,0,39,633,322,14,0,0,0,46,177228632
20214,A,골목상권,3110238,배꽃어린이공원,99,886,122,0,0,0,39,633,322,14,0,0,0,46,177228632
20213,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20212,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20211,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20204,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20203,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20202,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20201,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20194,A,골목상권,3110238,배꽃어린이공원,88,875,183,0,1,0,113,741,204,1,0,0,0,48,149590375
20224,A,골목상권,3110239,중랑역 2번,58,532,39,0,1,0,99,375,77,1,20,0,0,43,154948688
20223,A,골목상권,3110239,중랑역 2번,58,532,39,0,1,0,99,375,77,1,20,0,0,43,154948688
20222,A,골목상권,3110239,중랑역 2번,58,532,39,0,1,0,99,375,77,1,20,0,0,43,154948688
20221,A,골목상권,3110239,중랑역 2번,58,532,39,0,1,0,99,375,77,1,20,0,0,43,154948688
20214,A,골목상권,3110239,중랑역 2번,58,532,39,0,1,0,99,375,77,1,20,0,0,43,154948688
20213,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20212,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20211,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20204,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20203,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20202,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20201,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20194,A,골목상권,3110239,중랑역 2번,50,767,140,0,1,0,397,374,136,1,0,0,0,44,133545150
20224,A,골목상권,3110243,중랑노인종합복지관,200,1603,423,26,1,0,198,1336,425,76,18,0,0,53,167420337
20223,A,골목상권,3110243,중랑노인종합복지관,201,1606,423,26,1,0,198,1336,428,76,18,0,0,53,167629392
20222,A,골목상권,3110243,중랑노인종합복지관,201,1606,423,26,1,0,198,1336,428,76,18,0,0,53,167629392
20221,A,골목상권,3110243,중랑노인종합복지관,201,1606,423,26,1,0,198,1336,428,76,18,0,0,53,167629392
20214,A,골목상권,3110243,중랑노인종합복지관,201,1606,423,26,1,0,198,1336,428,76,18,0,0,53,167629392
20213,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20212,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20211,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20204,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20203,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20202,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20201,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20194,A,골목상권,3110243,중랑노인종합복지관,195,2769,897,68,4,0,360,2458,807,113,0,0,0,53,149235547
20224,A,골목상권,3110244,중화역 4번,146,1208,245,19,0,0,67,894,416,66,29,0,0,50,180268196
20223,A,골목상권,3110244,중화역 4번,163,1326,267,19,0,0,72,972,471,68,29,0,0,50,181433467
20222,A,골목상권,3110244,중화역 4번,163,1326,267,19,0,0,72,972,471,68,29,0,0,50,181433467
20221,A,골목상권,3110244,중화역 4번,163,1326,267,19,0,0,72,972,471,68,29,0,0,50,181433467
20214,A,골목상권,3110244,중화역 4번,163,1326,267,19,0,0,72,972,471,68,29,0,0,50,181433467
20213,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20212,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20211,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20204,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20203,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20202,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20201,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20194,A,골목상권,3110244,중화역 4번,146,1411,587,41,2,0,149,1250,576,66,0,0,0,52,155870147
20224,A,골목상권,3110245,KB국민은행 중화동지점,107,888,234,2,2,0,110,676,138,104,98,0,0,49,189687117
20223,A,골목상권,3110245,KB국민은행 중화동지점,107,888,234,2,2,0,110,676,138,104,98,0,0,49,189687117
20222,A,골목상권,3110245,KB국민은행 중화동지점,107,888,234,2,2,0,110,676,138,104,98,0,0,49,189687117
20221,A,골목상권,3110245,KB국민은행 중화동지점,107,888,234,2,2,0,110,676,138,104,98,0,0,49,189687117
20214,A,골목상권,3110245,KB국민은행 중화동지점,107,888,234,2,2,0,110,676,138,104,98,0,0,49,189687117
20213,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20212,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20211,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20204,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20203,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20202,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20201,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20194,A,골목상권,3110245,KB국민은행 중화동지점,98,1377,1105,15,2,0,317,698,805,679,0,0,0,51,159492575
20224,A,골목상권,3110246,월드순복음교회,178,1538,203,3,2,0,257,1062,333,31,59,4,0,46,167589869
20223,A,골목상권,3110246,월드순복음교회,178,1538,203,3,2,0,257,1062,333,31,59,4,0,46,167589869
20222,A,골목상권,3110246,월드순복음교회,178,1538,203,3,2,0,257,1062,333,31,59,4,0,46,167589869
20221,A,골목상권,3110246,월드순복음교회,178,1538,203,3,2,0,257,1062,333,31,59,4,0,46,167589869
20214,A,골목상권,3110246,월드순복음교회,178,1538,203,3,2,0,257,1062,333,31,59,4,0,46,167589869
20213,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20212,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20211,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20204,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20203,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20202,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20201,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20194,A,골목상권,3110246,월드순복음교회,172,2174,773,24,2,0,702,1364,514,393,0,0,0,47,147045263
20224,A,골목상권,3110247,먹골역 1번,362,2556,629,76,3,0,350,2256,433,157,36,22,10,52,165464246
20223,A,골목상권,3110247,먹골역 1번,363,2566,633,76,3,0,354,2265,434,157,36,22,10,52,165285191
20222,A,골목상권,3110247,먹골역 1번,363,2566,633,76,3,0,354,2265,434,157,36,22,10,52,165285191
20221,A,골목상권,3110247,먹골역 1번,363,2566,633,76,3,0,354,2265,434,157,36,22,10,52,165285191
20214,A,골목상권,3110247,먹골역 1번,363,2566,633,76,3,0,354,2265,434,157,36,22,10,52,165285191
20213,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20212,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20211,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20204,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20203,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20202,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20201,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20194,A,골목상권,3110247,먹골역 1번,352,3097,1213,528,23,5,518,2591,951,520,262,0,24,53,145912591
20224,A,골목상권,3110248,먹골파출소,165,1183,360,60,0,0,252,723,277,120,58,78,95,54,211378039
20223,A,골목상권,3110248,먹골파출소,156,1183,360,60,0,0,252,723,277,120,58,78,95,54,211378039
20222,A,골목상권,3110248,먹골파출소,156,1183,360,60,0,0,252,723,277,120,58,78,95,54,211378039
20221,A,골목상권,3110248,먹골파출소,156,1183,360,60,0,0,252,723,277,120,58,78,95,54,211378039
20214,A,골목상권,3110248,먹골파출소,156,1183,360,60,0,0,252,723,277,120,58,78,95,54,211378039
20213,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20212,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20211,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20204,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20203,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20202,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20201,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20194,A,골목상권,3110248,먹골파출소,163,2035,1346,505,20,16,344,1015,975,690,830,32,36,55,173936480
20224,A,골목상권,3110249,중화역 1번,315,2405,677,35,1,0,269,2006,718,97,28,0,0,53,167794727
20223,A,골목상권,3110249,중화역 1번,319,2435,687,35,1,0,274,2041,718,97,28,0,0,53,167535186
20222,A,골목상권,3110249,중화역 1번,319,2435,687,35,1,0,274,2041,718,97,28,0,0,53,167535186
20221,A,골목상권,3110249,중화역 1번,319,2435,687,35,1,0,274,2041,718,97,28,0,0,53,167535186
20214,A,골목상권,3110249,중화역 1번,319,2435,687,35,1,0,274,2041,718,97,28,0,0,53,167535186
20213,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20212,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20211,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20204,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20203,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20202,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20201,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20194,A,골목상권,3110249,중화역 1번,303,2744,1224,53,2,0,443,2666,858,56,0,0,0,53,147238303
20224,A,골목상권,3110250,화랑대역 7번,122,899,263,23,0,0,183,466,228,111,68,78,51,55,221428343
20223,A,골목상권,3110250,화랑대역 7번,115,899,285,23,0,0,183,466,228,111,68,78,73,55,228112624
20222,A,골목상권,3110250,화랑대역 7번,115,899,285,23,0,0,183,466,228,111,68,78,73,55,228112624
20221,A,골목상권,3110250,화랑대역 7번,115,899,285,23,0,0,183,466,228,111,68,78,73,55,228112624
20214,A,골목상권,3110250,화랑대역 7번,115,899,285,23,0,0,183,466,228,111,68,78,73,55,228112624
20213,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
20212,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
20211,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
20204,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
20203,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
20202,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
20201,A,골목상권,3110250,화랑대역 7번,123,2381,1111,124,1,0,402,1006,1015,782,396,16,0,54,176634675
